transcript	exonic_length	exonic_length_utr5	exonic_length_cds	exonic_length_utr3
ENSMUST00000111327	2812	166	927	1719
ENSMUST00000045028	613	50	525	38
ENSMUST00000081560	815	13	408	394
ENSMUST00000180778	3587	NA	NA	NA
ENSMUST00000194241	959	NA	NA	NA
ENSMUST00000112648	504	189	192	123
ENSMUST00000189555	779	NA	NA	NA
ENSMUST00000189257	4974	373	2940	1661
ENSMUST00000027740	5514	150	1173	4191
ENSMUST00000180420	2112	NA	NA	NA
ENSMUST00000111224	794	55	660	79
ENSMUST00000027467	2210	208	1194	808
ENSMUST00000114064	612	16	528	68
ENSMUST00000188717	766	NA	NA	NA
ENSMUST00000052375	1510	186	477	847
ENSMUST00000131257	3616	67	1422	2127
ENSMUST00000148020	1156	121	591	444
ENSMUST00000047577	2564	75	1686	803
ENSMUST00000188188	1078	NA	NA	NA
ENSMUST00000160548	3246	94	3009	143
ENSMUST00000044691	1860	104	633	1123
ENSMUST00000153527	588	10	393	185
ENSMUST00000019861	3958	169	3171	618
ENSMUST00000171798	2234	373	1758	103
ENSMUST00000189576	1301	NA	NA	NA
ENSMUST00000111160	4735	46	1440	3249
ENSMUST00000188927	642	NA	NA	NA
ENSMUST00000115273	6107	NA	3936	2171
ENSMUST00000027153	1916	28	1293	595
ENSMUST00000109158	2961	NA	2346	615
ENSMUST00000187306	377	88	237	52
ENSMUST00000006167	1716	138	1278	300
ENSMUST00000054801	3211	196	735	2280
ENSMUST00000195201	3485	926	1329	1230
ENSMUST00000189363	581	NA	NA	NA
ENSMUST00000165602	8101	466	3618	4017
ENSMUST00000150821	7676	236	993	6447
ENSMUST00000193648	406	42	210	154
ENSMUST00000182660	11502	286	8541	2675
ENSMUST00000163621	431	115	267	49
ENSMUST00000156876	4932	491	2385	2056
ENSMUST00000110893	1242	75	885	282
ENSMUST00000043951	3248	155	1131	1962
ENSMUST00000040357	2622	152	1239	1231
ENSMUST00000182498	559	NA	NA	NA
ENSMUST00000111350	2311	251	1518	542
ENSMUST00000210367	1324	355	837	132
ENSMUST00000004214	12697	925	5898	5874
ENSMUST00000053033	40378	357	624	39397
ENSMUST00000185752	1901	98	1116	687
ENSMUST00000035325	3348	90	2247	1011
ENSMUST00000001172	2109	260	552	1297
ENSMUST00000027271	5767	335	1191	4241
ENSMUST00000187091	675	NA	NA	NA
ENSMUST00000042610	3422	180	2937	305
ENSMUST00000238662	20036	183	19773	80
ENSMUST00000159558	3901	170	1440	2291
ENSMUST00000193084	1161	NA	NA	NA
ENSMUST00000140485	10024	215	3801	6008
ENSMUST00000027766	4026	157	1938	1931
ENSMUST00000193074	1971	42	1575	354
ENSMUST00000185198	2229	221	1707	301
ENSMUST00000019843	1511	84	1413	14
ENSMUST00000027090	634	33	528	73
ENSMUST00000027257	1231	101	750	380
ENSMUST00000003035	4984	395	4566	23
ENSMUST00000091374	1215	143	306	766
ENSMUST00000135643	1192	128	570	494
ENSMUST00000015628	3882	444	507	2931
ENSMUST00000112893	1040	466	465	109
ENSMUST00000209720	6905	94	471	6340
ENSMUST00000192794	760	NA	NA	NA
ENSMUST00000191460	687	NA	NA	NA
ENSMUST00000138762	13307	420	9288	3599
ENSMUST00000136197	5123	640	1977	2506
ENSMUST00000143935	2406	475	921	1010
ENSMUST00000191602	4812	344	2925	1543
ENSMUST00000099855	942	NA	942	NA
ENSMUST00000111274	4811	225	1698	2888
ENSMUST00000009695	1119	256	489	374
ENSMUST00000177467	744	11	585	148
ENSMUST00000109384	1923	130	930	863
ENSMUST00000136489	416	NA	NA	NA
ENSMUST00000141809	1553	NA	NA	NA
ENSMUST00000099842	1076	34	972	70
ENSMUST00000110948	4878	572	1374	2932
ENSMUST00000099941	5783	448	2514	2821
ENSMUST00000000896	2789	79	639	2071
ENSMUST00000099666	312	NA	NA	NA
ENSMUST00000003509	7618	620	1197	5801
ENSMUST00000209947	1032	NA	NA	NA
ENSMUST00000099897	942	NA	942	NA
ENSMUST00000213574	3610	687	933	1990
ENSMUST00000094665	3688	166	2478	1044
ENSMUST00000099292	1743	NA	NA	NA
ENSMUST00000112024	4050	305	1380	2365
ENSMUST00000214641	2048	66	945	1037
ENSMUST00000102634	933	NA	933	NA
ENSMUST00000112934	8948	239	3378	5331
ENSMUST00000091418	5070	311	1659	3100
ENSMUST00000216933	1706	77	948	681
ENSMUST00000123121	2993	101	708	2184
ENSMUST00000066420	3753	336	3348	69
ENSMUST00000211025	1262	NA	NA	NA
ENSMUST00000044255	1221	NA	1221	NA
ENSMUST00000049997	4486	275	1146	3065
ENSMUST00000114927	1721	169	1467	85
ENSMUST00000053734	5744	NA	4554	1190
ENSMUST00000217320	2107	99	930	1078
ENSMUST00000165980	488	11	324	153
ENSMUST00000102652	1646	78	1371	197
ENSMUST00000129056	3048	198	942	1908
ENSMUST00000125121	260	NA	NA	NA
ENSMUST00000213994	2495	176	930	1389
ENSMUST00000110218	2600	528	705	1367
ENSMUST00000164551	1284	NA	1284	NA
ENSMUST00000058137	3230	279	2178	773
ENSMUST00000100147	933	NA	933	NA
ENSMUST00000090925	7576	NA	6372	1204
ENSMUST00000111831	2734	460	1449	825
ENSMUST00000085840	11152	504	3732	6916
ENSMUST00000103051	4200	169	2559	1472
ENSMUST00000166982	366	NA	NA	NA
ENSMUST00000029164	2973	230	780	1963
ENSMUST00000091429	871	153	498	220
ENSMUST00000109443	12112	248	4338	7526
ENSMUST00000099917	1529	74	939	516
ENSMUST00000239311	1228	NA	NA	NA
ENSMUST00000028644	1824	269	801	754
ENSMUST00000017142	731	174	342	215
ENSMUST00000094203	9162	133	8913	116
ENSMUST00000210577	991	NA	NA	NA
ENSMUST00000112517	3537	377	2295	865
ENSMUST00000109374	1479	21	1128	330
ENSMUST00000112010	4037	280	1344	2413
ENSMUST00000028635	2073	150	1332	591
ENSMUST00000103096	911	226	393	292
ENSMUST00000111284	2449	75	2148	226
ENSMUST00000060516	3495	149	1743	1603
ENSMUST00000050003	1672	150	1128	394
ENSMUST00000063710	5685	521	3126	2038
ENSMUST00000095147	5480	121	2766	2593
ENSMUST00000028188	4751	223	1380	3148
ENSMUST00000181515	2574	1807	123	644
ENSMUST00000066003	3808	170	2220	1418
ENSMUST00000109049	1749	NA	1749	NA
ENSMUST00000066163	3217	1104	474	1639
ENSMUST00000171404	7127	662	2031	4434
ENSMUST00000053098	4535	120	1272	3143
ENSMUST00000113847	2160	517	984	659
ENSMUST00000102496	1848	149	720	979
ENSMUST00000041618	4416	NA	3129	1287
ENSMUST00000111335	1969	11	1854	104
ENSMUST00000055081	3163	316	1878	969
ENSMUST00000049544	8969	149	4356	4464
ENSMUST00000109238	2976	291	1488	1197
ENSMUST00000214442	3694	845	936	1913
ENSMUST00000099831	951	NA	951	NA
ENSMUST00000071016	747	240	378	129
ENSMUST00000109914	2734	109	1686	939
ENSMUST00000038529	2319	177	1845	297
ENSMUST00000110613	2240	140	1299	801
ENSMUST00000087950	2902	1168	597	1137
ENSMUST00000081134	5717	174	4503	1040
ENSMUST00000099793	1212	276	936	NA
ENSMUST00000028175	6110	440	1080	4590
ENSMUST00000080132	2684	209	1923	552
ENSMUST00000110260	3827	139	1761	1927
ENSMUST00000110386	1898	106	1644	148
ENSMUST00000125544	2367	NA	1116	1251
ENSMUST00000037875	2701	286	2106	309
ENSMUST00000099606	939	NA	939	NA
ENSMUST00000153931	2729	39	1182	1508
ENSMUST00000137692	3827	412	945	2470
ENSMUST00000077687	3977	536	1584	1857
ENSMUST00000215679	2389	1199	936	254
ENSMUST00000028233	5445	55	5043	347
ENSMUST00000079125	803	300	429	74
ENSMUST00000099750	927	NA	927	NA
ENSMUST00000112607	1266	72	1011	183
ENSMUST00000239374	682	NA	NA	NA
ENSMUST00000002532	1511	175	651	685
ENSMUST00000215511	1906	409	930	567
ENSMUST00000213946	4930	180	915	3835
ENSMUST00000155334	492	NA	NA	NA
ENSMUST00000103226	1338	131	1047	160
ENSMUST00000215972	2797	957	933	907
ENSMUST00000109670	7101	379	6210	512
ENSMUST00000217254	5411	438	945	4028
ENSMUST00000050785	915	80	603	232
ENSMUST00000146243	2894	1001	621	1272
ENSMUST00000128053	798	NA	NA	NA
ENSMUST00000099823	936	NA	936	NA
ENSMUST00000123863	267	NA	267	NA
ENSMUST00000239251	584	NA	NA	NA
ENSMUST00000063251	488	94	243	151
ENSMUST00000109235	3569	304	1470	1795
ENSMUST00000028156	1681	118	993	570
ENSMUST00000216123	4603	621	945	3037
ENSMUST00000028178	9162	215	1482	7465
ENSMUST00000195749	3149	536	1431	1182
ENSMUST00000028696	1557	166	1299	92
ENSMUST00000028312	716	55	582	79
ENSMUST00000102768	2106	346	1032	728
ENSMUST00000114245	619	68	474	77
ENSMUST00000108945	1348	67	1281	NA
ENSMUST00000099925	945	NA	945	NA
ENSMUST00000099868	939	NA	939	NA
ENSMUST00000046227	4554	NA	3747	807
ENSMUST00000114234	2151	80	1527	544
ENSMUST00000153561	2070	382	114	1574
ENSMUST00000168292	1484	348	957	179
ENSMUST00000017851	3683	95	1419	2169
ENSMUST00000108934	561	43	246	272
ENSMUST00000108851	2071	2	1926	143
ENSMUST00000100149	936	NA	936	NA
ENSMUST00000217181	1516	134	918	464
ENSMUST00000112525	7112	178	4464	2470
ENSMUST00000216726	3271	92	972	2207
ENSMUST00000099612	939	NA	939	NA
ENSMUST00000145481	1162	142	945	75
ENSMUST00000028820	1025	158	663	204
ENSMUST00000179584	4756	401	1650	2705
ENSMUST00000043584	1598	112	1338	148
ENSMUST00000055241	9085	152	5667	3266
ENSMUST00000216948	5168	952	939	3277
ENSMUST00000099904	948	NA	948	NA
ENSMUST00000134580	2644	NA	NA	NA
ENSMUST00000140949	503	NA	NA	NA
ENSMUST00000121219	2262	248	1446	568
ENSMUST00000110142	3703	205	2028	1470
ENSMUST00000239330	678	NA	NA	NA
ENSMUST00000129574	1091	73	747	271
ENSMUST00000207976	2976	62	939	1975
ENSMUST00000099865	1109	91	939	79
ENSMUST00000239349	1023	NA	NA	NA
ENSMUST00000129584	1457	NA	NA	NA
ENSMUST00000028378	3885	579	1902	1404
ENSMUST00000099928	1076	76	930	70
ENSMUST00000006587	2329	60	816	1453
ENSMUST00000143870	2409	NA	NA	NA
ENSMUST00000102800	8339	582	4314	3443
ENSMUST00000099899	953	26	927	NA
ENSMUST00000040162	2320	312	1488	520
ENSMUST00000201433	3146	25	2595	526
ENSMUST00000102981	2448	169	1431	848
ENSMUST00000028356	1257	298	660	299
ENSMUST00000044751	4100	257	2340	1503
ENSMUST00000115082	603	188	267	148
ENSMUST00000160722	931	130	735	66
ENSMUST00000114915	528	75	249	204
ENSMUST00000058790	3833	60	1038	2735
ENSMUST00000047812	5268	440	2283	2545
ENSMUST00000216165	992	24	942	26
ENSMUST00000170085	1123	NA	NA	NA
ENSMUST00000215137	2856	48	933	1875
ENSMUST00000099678	3134	911	1353	870
ENSMUST00000113663	2026	378	1275	373
ENSMUST00000111824	2603	134	2172	297
ENSMUST00000053699	6797	248	3270	3279
ENSMUST00000216887	5363	3355	939	1069
ENSMUST00000111760	4597	415	3405	777
ENSMUST00000215763	2960	119	948	1893
ENSMUST00000028106	5812	140	3189	2483
ENSMUST00000110227	5790	649	4818	323
ENSMUST00000002176	7718	237	1455	6026
ENSMUST00000214297	2844	823	927	1094
ENSMUST00000109279	3131	69	1677	1385
ENSMUST00000029213	3657	74	1497	2086
ENSMUST00000112186	2347	225	1167	955
ENSMUST00000216851	961	19	942	NA
ENSMUST00000216493	3827	417	930	2480
ENSMUST00000056760	3334	952	1950	432
ENSMUST00000214255	3115	93	936	2086
ENSMUST00000028814	8233	283	981	6969
ENSMUST00000213185	1582	134	942	506
ENSMUST00000114312	3838	301	2658	879
ENSMUST00000099096	805	87	411	307
ENSMUST00000109731	2160	242	1767	151
ENSMUST00000215927	1210	256	954	NA
ENSMUST00000112429	5045	187	3726	1132
ENSMUST00000028592	1283	93	1125	65
ENSMUST00000110368	2981	295	1284	1402
ENSMUST00000028252	1986	138	1617	231
ENSMUST00000089207	4127	66	1311	2750
ENSMUST00000111691	5380	454	2817	2109
ENSMUST00000052119	3529	372	1506	1651
ENSMUST00000112055	1251	NA	846	405
ENSMUST00000052104	2795	300	2316	179
ENSMUST00000124331	4314	529	1086	2699
ENSMUST00000028234	2069	222	1230	617
ENSMUST00000068513	1872	139	1440	293
ENSMUST00000110446	1858	114	1599	145
ENSMUST00000111718	2027	865	921	241
ENSMUST00000234267	3860	558	897	2405
ENSMUST00000114753	993	153	747	93
ENSMUST00000155475	533	NA	NA	NA
ENSMUST00000103122	3596	136	2061	1399
ENSMUST00000036541	5239	266	540	4433
ENSMUST00000044018	1617	225	1335	57
ENSMUST00000163215	1401	NA	1401	NA
ENSMUST00000133025	1970	NA	NA	NA
ENSMUST00000111685	5985	487	2679	2819
ENSMUST00000028982	1157	86	1047	24
ENSMUST00000049412	2840	129	1458	1253
ENSMUST00000038228	5488	140	1008	4340
ENSMUST00000046399	2235	88	1248	899
ENSMUST00000065438	3702	609	2442	651
ENSMUST00000099824	1063	33	930	100
ENSMUST00000057725	3926	83	1977	1866
ENSMUST00000111678	5870	448	2601	2821
ENSMUST00000018355	510	126	243	141
ENSMUST00000102680	4032	179	1482	2371
ENSMUST00000216124	3047	1052	957	1038
ENSMUST00000213696	4184	370	939	2875
ENSMUST00000028166	3568	445	1797	1326
ENSMUST00000028857	2260	NA	2076	184
ENSMUST00000109184	6828	174	2772	3882
ENSMUST00000105001	542	85	336	121
ENSMUST00000208334	942	3	939	NA
ENSMUST00000036934	22489	419	21459	611
ENSMUST00000028881	1356	87	810	459
ENSMUST00000028728	7768	113	5274	2381
ENSMUST00000191959	720	198	195	327
ENSMUST00000238749	23361	193	22572	596
ENSMUST00000193792	2110	71	1233	806
ENSMUST00000113350	3258	93	2556	609
ENSMUST00000028248	3176	NA	2184	992
ENSMUST00000028704	2045	36	1113	896
ENSMUST00000226972	1642	6	1056	580
ENSMUST00000111688	6146	690	2637	2819
ENSMUST00000028915	2170	91	561	1518
ENSMUST00000213221	5338	365	945	4028
ENSMUST00000036450	7671	18	7293	360
ENSMUST00000127672	1732	NA	NA	NA
ENSMUST00000110801	1478	294	987	197
ENSMUST00000113849	2102	459	984	659
ENSMUST00000028972	1273	107	402	764
ENSMUST00000099808	936	NA	936	NA
ENSMUST00000111675	5089	438	1830	2821
ENSMUST00000041555	4998	552	954	3492
ENSMUST00000217403	4430	29	948	3453
ENSMUST00000214743	2328	508	945	875
ENSMUST00000145568	281	NA	NA	NA
ENSMUST00000099794	936	NA	936	NA
ENSMUST00000060447	968	258	630	80
ENSMUST00000214027	2393	965	936	492
ENSMUST00000089510	4886	191	1800	2895
ENSMUST00000072298	2586	103	1128	1355
ENSMUST00000028679	2115	498	1188	429
ENSMUST00000102710	4893	125	3966	802
ENSMUST00000215185	4984	1643	957	2384
ENSMUST00000129661	855	NA	NA	NA
ENSMUST00000113559	4378	140	1569	2669
ENSMUST00000009358	1382	164	666	552
ENSMUST00000099810	1075	53	927	95
ENSMUST00000059647	6667	274	2979	3414
ENSMUST00000110808	3928	278	3426	224
ENSMUST00000131702	704	65	141	498
ENSMUST00000099980	16891	131	16527	233
ENSMUST00000028665	2434	478	1590	366
ENSMUST00000186710	1099	92	945	62
ENSMUST00000035264	4848	571	2160	2117
ENSMUST00000109442	7719	195	4365	3159
ENSMUST00000134921	2668	NA	NA	NA
ENSMUST00000217452	5257	1041	939	3277
ENSMUST00000148017	291	NA	NA	NA
ENSMUST00000028241	2787	57	855	1875
ENSMUST00000028856	2006	66	465	1475
ENSMUST00000213157	1309	235	924	150
ENSMUST00000051153	650	121	444	85
ENSMUST00000080673	15422	78	14592	752
ENSMUST00000099902	951	NA	951	NA
ENSMUST00000215171	3266	39	945	2282
ENSMUST00000002808	1614	159	942	513
ENSMUST00000111695	6344	637	2886	2821
ENSMUST00000108831	10109	135	8844	1130
ENSMUST00000099097	557	164	267	126
ENSMUST00000129529	1157	37	672	448
ENSMUST00000088113	3757	253	3285	219
ENSMUST00000108963	1050	NA	1050	NA
ENSMUST00000109632	2313	7	810	1496
ENSMUST00000184954	3398	563	918	1917
ENSMUST00000114594	7351	708	5850	793
ENSMUST00000028309	1719	74	1605	40
ENSMUST00000103215	2732	118	771	1843
ENSMUST00000213949	1778	720	945	113
ENSMUST00000214049	4388	926	939	2523
ENSMUST00000028314	1291	257	945	89
ENSMUST00000100329	4517	32	1596	2889
ENSMUST00000099609	939	NA	939	NA
ENSMUST00000217635	3753	328	936	2489
ENSMUST00000215225	5865	3016	936	1913
ENSMUST00000239182	4316	NA	NA	NA
ENSMUST00000108932	888	133	210	545
ENSMUST00000013667	2916	88	1902	926
ENSMUST00000239265	763	NA	NA	NA
ENSMUST00000171088	4296	402	1113	2781
ENSMUST00000056176	5221	554	2607	2060
ENSMUST00000035840	4706	1249	2148	1309
ENSMUST00000239172	1119	NA	NA	NA
ENSMUST00000099418	714	NA	NA	NA
ENSMUST00000239423	2337	6	2331	NA
ENSMUST00000111711	3968	161	744	3063
ENSMUST00000112810	2564	187	1338	1039
ENSMUST00000213676	3426	618	933	1875
ENSMUST00000213198	1153	39	933	181
ENSMUST00000214537	4274	77	939	3258
ENSMUST00000111176	3696	115	834	2747
ENSMUST00000102653	2439	388	1638	413
ENSMUST00000100150	933	NA	933	NA
ENSMUST00000111698	5850	422	2607	2821
ENSMUST00000027992	1199	217	768	214
ENSMUST00000117486	873	28	762	83
ENSMUST00000103199	1161	167	696	298
ENSMUST00000145798	4242	NA	4242	NA
ENSMUST00000117442	683	136	318	229
ENSMUST00000099843	945	NA	945	NA
ENSMUST00000177302	4020	200	3648	172
ENSMUST00000028721	2613	170	2175	268
ENSMUST00000102499	1961	262	720	979
ENSMUST00000099620	1020	46	939	35
ENSMUST00000238876	818	309	441	68
ENSMUST00000217078	1559	387	939	233
ENSMUST00000142445	366	NA	NA	NA
ENSMUST00000009143	3670	252	1293	2125
ENSMUST00000015934	1173	199	921	53
ENSMUST00000225087	1413	NA	NA	NA
ENSMUST00000109046	1497	NA	1497	NA
ENSMUST00000023994	1768	66	1515	187
ENSMUST00000028515	4386	51	1374	2961
ENSMUST00000183862	4800	97	945	3758
ENSMUST00000099784	1042	48	918	76
ENSMUST00000130881	1724	99	1218	407
ENSMUST00000028320	10298	567	9135	596
ENSMUST00000115084	643	224	267	152
ENSMUST00000109018	733	52	417	264
ENSMUST00000154545	2967	236	609	2122
ENSMUST00000130356	1203	183	990	30
ENSMUST00000066958	783	NA	783	NA
ENSMUST00000239210	1123	NA	NA	NA
ENSMUST00000102619	1240	304	936	NA
ENSMUST00000114159	6675	487	1761	4427
ENSMUST00000109060	1911	78	1833	NA
ENSMUST00000178908	2239	154	1446	639
ENSMUST00000074046	3502	97	2199	1206
ENSMUST00000213136	5611	161	933	4517
ENSMUST00000239194	467	NA	NA	NA
ENSMUST00000109299	1926	239	1095	592
ENSMUST00000114167	7981	344	4749	2888
ENSMUST00000045702	2138	93	1494	551
ENSMUST00000180195	1659	NA	1659	NA
ENSMUST00000140185	721	NA	NA	NA
ENSMUST00000146297	2580	160	1575	845
ENSMUST00000146978	1054	NA	NA	NA
ENSMUST00000110700	5996	17	3699	2280
ENSMUST00000091089	3764	75	2595	1094
ENSMUST00000028608	3879	237	3075	567
ENSMUST00000157048	1042	58	816	168
ENSMUST00000099921	945	NA	945	NA
ENSMUST00000239208	480	NA	NA	NA
ENSMUST00000049032	4121	194	1593	2334
ENSMUST00000112044	4201	179	2523	1499
ENSMUST00000207542	1230	36	939	255
ENSMUST00000114314	3882	234	2769	879
ENSMUST00000136046	409	NA	NA	NA
ENSMUST00000133596	700	NA	NA	NA
ENSMUST00000099879	942	NA	942	NA
ENSMUST00000028610	2613	122	1584	907
ENSMUST00000028232	3741	42	1737	1962
ENSMUST00000040128	5693	271	3585	1837
ENSMUST00000152367	2071	108	1776	187
ENSMUST00000112533	6901	72	5172	1657
ENSMUST00000216886	1755	650	966	139
ENSMUST00000002177	1802	189	1338	275
ENSMUST00000216001	2569	638	921	1010
ENSMUST00000110226	1861	649	1041	171
ENSMUST00000100127	2422	145	321	1956
ENSMUST00000108876	2272	239	1761	272
ENSMUST00000102789	2047	42	1356	649
ENSMUST00000216534	942	NA	942	NA
ENSMUST00000110675	2157	NA	2133	24
ENSMUST00000099889	942	NA	942	NA
ENSMUST00000110729	1578	18	1503	57
ENSMUST00000147141	1864	NA	NA	NA
ENSMUST00000214969	2749	738	969	1042
ENSMUST00000099861	939	NA	939	NA
ENSMUST00000135767	3634	NA	NA	NA
ENSMUST00000149719	3303	176	1341	1786
ENSMUST00000102761	8039	453	1422	6164
ENSMUST00000089561	4169	139	2103	1927
ENSMUST00000071852	3210	104	603	2503
ENSMUST00000166171	2312	78	996	1238
ENSMUST00000006128	2720	114	978	1628
ENSMUST00000028059	1546	219	834	493
ENSMUST00000102985	4867	530	2658	1679
ENSMUST00000099792	936	NA	936	NA
ENSMUST00000239476	1219	NA	1119	100
ENSMUST00000214846	4325	743	930	2652
ENSMUST00000046656	2480	342	1263	875
ENSMUST00000114217	4881	399	2925	1557
ENSMUST00000038280	4915	602	2034	2279
ENSMUST00000171188	2058	390	1668	NA
ENSMUST00000122367	2216	72	2067	77
ENSMUST00000028624	2389	87	1272	1030
ENSMUST00000049618	3678	402	2994	282
ENSMUST00000117299	747	184	351	212
ENSMUST00000090896	4867	134	3612	1121
ENSMUST00000136486	452	NA	NA	NA
ENSMUST00000210961	913	NA	NA	NA
ENSMUST00000109617	1872	137	585	1150
ENSMUST00000108990	1628	131	1497	NA
ENSMUST00000217601	2670	742	933	995
ENSMUST00000217421	5849	3000	936	1913
ENSMUST00000150159	663	NA	NA	NA
ENSMUST00000066478	2979	511	2304	164
ENSMUST00000028225	4397	40	1515	2842
ENSMUST00000112932	5077	665	1272	3140
ENSMUST00000137629	2119	NA	NA	NA
ENSMUST00000048635	1431	253	717	461
ENSMUST00000227200	9528	55	6609	2864
ENSMUST00000102654	4122	NA	1638	2484
ENSMUST00000143649	2455	NA	NA	NA
ENSMUST00000061545	2535	959	768	808
ENSMUST00000112963	3481	288	1092	2101
ENSMUST00000028926	4412	104	897	3411
ENSMUST00000110387	2695	87	2196	412
ENSMUST00000111168	779	87	531	161
ENSMUST00000057169	3547	157	2277	1113
ENSMUST00000099844	933	NA	933	NA
ENSMUST00000079278	1455	100	609	746
ENSMUST00000172159	3436	83	1230	2123
ENSMUST00000102939	9736	82	6978	2676
ENSMUST00000062355	1395	854	468	73
ENSMUST00000111272	3012	100	1386	1526
ENSMUST00000110089	3178	979	1713	486
ENSMUST00000217066	2384	183	939	1262
ENSMUST00000102497	1962	263	720	979
ENSMUST00000099835	1043	27	951	65
ENSMUST00000099783	945	NA	945	NA
ENSMUST00000113662	1850	197	1275	378
ENSMUST00000213515	3031	862	933	1236
ENSMUST00000216144	3961	156	942	2863
ENSMUST00000115083	567	151	267	149
ENSMUST00000109300	2008	321	1095	592
ENSMUST00000176438	9124	535	3648	4941
ENSMUST00000015227	822	156	507	159
ENSMUST00000103227	2751	287	1149	1315
ENSMUST00000102873	1593	NA	1593	NA
ENSMUST00000154230	6972	311	5868	793
ENSMUST00000100208	1859	NA	1848	11
ENSMUST00000146497	3808	306	2628	874
ENSMUST00000137756	469	NA	NA	NA
ENSMUST00000213582	2891	272	954	1665
ENSMUST00000036187	2559	173	1920	466
ENSMUST00000028866	1624	153	918	553
ENSMUST00000028157	2739	302	1545	892
ENSMUST00000026887	1060	24	894	142
ENSMUST00000110079	2258	120	1263	875
ENSMUST00000230751	925	224	594	107
ENSMUST00000108808	1133	153	606	374
ENSMUST00000109027	417	NA	417	NA
ENSMUST00000109536	503	91	312	100
ENSMUST00000017808	1843	156	1095	592
ENSMUST00000116457	1683	133	801	749
ENSMUST00000239297	498	NA	NA	NA
ENSMUST00000113621	1851	127	1215	509
ENSMUST00000099607	939	NA	939	NA
ENSMUST00000111493	7124	108	3495	3521
ENSMUST00000108964	912	134	195	583
ENSMUST00000111246	3950	177	1509	2264
ENSMUST00000070579	1023	253	633	137
ENSMUST00000059997	4703	9	1638	3056
ENSMUST00000190311	281	NA	NA	NA
ENSMUST00000110793	5458	237	4230	991
ENSMUST00000112430	4917	187	3609	1121
ENSMUST00000100015	905	48	813	44
ENSMUST00000109193	1076	198	627	251
ENSMUST00000217139	4803	53	915	3835
ENSMUST00000215529	3413	496	927	1990
ENSMUST00000028752	4339	138	2628	1573
ENSMUST00000090042	2874	9	1680	1185
ENSMUST00000028307	1374	194	1005	175
ENSMUST00000141159	9782	171	3903	5708
ENSMUST00000079976	1884	289	483	1112
ENSMUST00000099838	942	NA	942	NA
ENSMUST00000134358	14958	NA	14577	381
ENSMUST00000214566	5129	337	942	3850
ENSMUST00000217402	2610	291	924	1395
ENSMUST00000239382	1880	NA	NA	NA
ENSMUST00000111613	1764	205	1188	371
ENSMUST00000035721	3522	105	1029	2388
ENSMUST00000046001	577	13	507	57
ENSMUST00000028114	4712	401	1581	2730
ENSMUST00000102787	4342	246	3051	1045
ENSMUST00000134563	593	NA	NA	NA
ENSMUST00000096439	1650	NA	1650	NA
ENSMUST00000042615	6029	276	1494	4259
ENSMUST00000070864	9655	105	6867	2683
